0.60300004,2.56005,9.16005,12.69375,-15.562501,-17.0625,-0.6540875,-0.0837375,0.137775
-0.17400001,1.3080001,8.475,14.250001,-12.88125,-18.73125,-2.9635375,1.723975,0.3029125
-0.94500005,-1.7080501,12.217051,18.73125,-6.0375004,-20.118752,-0.5869875,0.3977875,-0.469425
-3.6739502,-0.50100005,7.386,20.19375,-5.5687504,-19.06875,0.68915,0.562925,0.46915
-2.94705,-0.19995001,9.64305,20.681252,-6.3187504,-18.675001,0.2481875,0.763125,-0.07095
-3.4999502,0.21405001,10.512,21.45,-6.58125,-18.13125,-0.18645,-0.117837496,-0.131725
-2.4750001,-0.64005005,10.6369505,20.85,-7.4062505,-17.175001,0.62535,-0.117837496,0.053625
-2.2690501,0.582,9.03495,19.987501,-9.543751,-15.806251,0.4431625,-0.4928,-0.0347875
-2.6569502,1.0200001,7.8169503,18.7875,-10.40625,-16.181252,-0.1034,0.09845,-0.0603625
-3.4660501,-0.039,10.42395,20.025002,-8.45625,-16.125,-0.79048747,0.2050125,0.203775
-4.2130504,-1.215,10.251,20.925001,-7.5750003,-16.143751,-0.0341,-0.1892,-0.486475
-2.14695,-0.38595003,9.61005,20.4375,-8.0625,-16.875,0.0809875,-0.40865,0.0312125
-1.69395,-0.43905002,9.44505,19.800001,-8.700001,-16.987501,0.2322375,0.1698125,0.0845625
-3.318,0.666,9.31995,19.743752,-9.31875,-16.5375,0.0895125,0.16775,0.019524999
-2.53695,0.29700002,9.076051,19.85625,-8.94375,-16.725,-0.32175,0.0845625,-0.6408875
-4.0140004,-0.32895002,10.066951,21.46875,-6.95625,-17.306252,0.006325,0.3221625,-0.3372875
-4.2900004,-0.14895001,8.925,22.331251,-6.20625,-17.081251,-0.142725,0.4745125,-0.1104125
-7.998,-0.034050003,6.7270503,23.081251,-5.86875,-14.812501,-0.4048,1.3288,0.4860625
-11.925,-1.8679501,5.18505,22.050001,-6.01875,-10.481251,-0.2387,0.4552625,1.553475
-9.880051,-1.9810501,4.4050503,9.65625,-8.56875,-1.2,-1.3358124,0.7546,2.3876874
-5.8560004,-2.97495,5.0989504,-13.031251,-10.293751,-16.48125,-2.2935,1.1328624,2.7072375
-7.5030003,-3.2400002,4.9669504,-0.6,-2.49375,-37.425003,-1.97395,3.4326875,2.687025
-9.3820505,-1.7490001,3.4140003,21.75,-3.6000001,-32.4375,-1.4509,4.11125,1.3831125
-11.74005,-0.05595,0.31800002,31.968752,-4.3125,-23.00625,-1.0770375,4.0750875,0.1857625
-9.757951,0.94605005,-6.8370004,36.956253,-4.93125,-6.39375,0.15125,4.355175,-0.69313747
-12.693001,2.2770002,-5.88705,37.4625,-1.9125,6.675,-1.0566875,1.9402624,-1.0627375
-18.451052,5.4640503,-6.2029505,35.15625,-2.3812501,15.168751,-0.887425,1.255375,1.692075
-12.12405,4.36305,-9.46905,30.73125,-13.181251,17.456251,-1.02905,0.176275,4.2263374
-6.2530503,4.15695,-8.764951,20.306252,-26.587502,14.793751,-1.3198625,0.1464375,4.302925
-1.11705,3.0700502,-7.14405,5.6625004,-34.0125,11.175,-0.9065375,0.1538625,4.04415
2.02005,2.28495,-7.1050506,-9.168751,-33.581253,7.51875,-1.16545,0.19855,3.3495
3.2389503,1.8030001,-6.0979505,-20.681252,-28.462502,1.63125,-1.711875,-0.162525,2.6219876
5.1330004,1.3939501,-6.55695,-28.218752,-21.16875,-2.90625,-1.761925,-0.2349875,2.3876874
6.0349503,0.58500004,-6.7990503,-34.29375,-11.7375,-5.08125,-2.2594,-0.7313625,1.7293375
7.1800504,-0.24495001,-6.3490505,-38.11875,-2.34375,-4.4812503,-1.897225,-0.6259,1.892275
8.923051,-1.4950501,-7.4670005,-40.2,7.5750003,-1.575,-1.9164749,-0.4032875,1.7293375
7.97205,-1.7989501,-6.90705,-39.506252,11.231251,2.34375,-1.97505,-0.65999997,1.2617
7.3620005,-2.11695,-6.56895,-39.225002,15.093751,3.91875,-1.7886,-0.397925,1.316975
7.05105,-2.673,-6.9,-39.2625,19.425001,7.65,-1.7598625,-0.2190375,1.4768875
7.05495,-2.364,-10.371,-37.350002,20.587502,15.825001,-2.6962376,-2.9855375,0.0248875
7.905,-0.64305,-15.27,-29.1,10.33125,30.768751,-4.03095,-5.593225,-1.35465
2.322,4.0009503,-13.77795,-8.043751,-8.606251,40.631252,-3.701775,-5.3557625,-1.600775
-0.94305,5.8330503,-11.868001,8.38125,-20.456251,34.18125,-3.7327125,-2.0406375,-1.1798875
-7.11705,6.13395,-6.4350004,13.781251,-28.5375,23.98125,-2.439525,1.2755874,0.7546
-6.813,7.7149506,-6.1330504,7.65,-34.03125,18.581251,-2.540725,1.91895,1.370325
-6.282,4.87305,-1.4959501,-1.8937501,-38.775,7.8750005,-2.9507499,2.1863875,2.0477874
-4.3500004,2.49495,1.3980001,-9.262501,-38.325,-3.99375,-2.8868124,2.095775,1.7985
-3.7819502,0.89295006,3.4470003,-12.88125,-32.737503,-16.725,-2.962575,2.1224499,1.2989625
-6.8179502,-0.66705,6.8089504,-11.212501,-23.2875,-27.7875,-2.6632376,1.9018999,1.0261625
-6.9660006,-2.42595,7.2319503,-8.38125,-11.925,-36.225002,-2.3190749,1.523775,1.2637625
-6.6720004,-3.7860003,7.038,-4.125,-1.6875001,-38.850002,-2.3915374,1.3000625,0.9516375
-8.06295,-5.09595,7.8090005,0.76875,8.85,-38.943752,-2.2136126,1.288375,1.0795125
-7.0980005,-6.2310004,7.15605,6.05625,17.325,-36.318752,-1.6916625,1.557875,1.0784125
-7.2990003,-5.3260503,4.88595,12.675,21.5625,-32.60625,-0.75955,1.9701,0.74387497
-11.299951,-5.84805,5.616,20.6625,22.725,-28.06875,-0.1161875,2.924625,0.915475
-14.335951,-3.6709502,9.061951,31.06875,17.41875,-21.16875,2.41065,2.31,2.282225
-17.187,0.61095005,3.9570003,36.16875,3.3750002,-17.04375,4.3643875,1.1466125,3.410275
-14.91495,2.7109501,-0.54300004,33.862503,-15.093751,-11.4375,4.03095,0.6950625,5.5078373
-8.733001,1.9900501,-7.0360503,19.181252,-31.987501,-2.8312502,2.4501126,0.5319875,6.4079123
-1.4140501,0.47895002,-9.265051,-7.7812505,-33.225002,-2.4,-0.6765,-1.614525,4.8250127
2.9850001,3.4620001,-8.02995,-21.45,-22.368752,2.11875,-3.2736,-6.7777877,0.575575
-4.3230004,5.64795,2.5540502,-9.1125,-27.000002,11.25,-3.5442,-9.980025,-4.3096623
-8.07495,4.6519504,4.4599504,13.087501,-26.362501,2.4375,-1.3113375,-5.5570626,-3.14215
