-7.0360503,2.93595,6.531,22.7625,-19.275002,-10.03125,-0.212025,-2.2578876,-1.3184875
-5.0490003,2.196,6.4350004,25.1625,-14.94375,-16.6875,0.0372625,-0.4140125,-0.975425
-3.9619503,2.29605,9.672001,27.54375,-13.650001,-15.8625,0.8639125,0.5979875,-0.4833125
-9.02805,4.782,13.576951,28.556252,-12.468751,-15.843751,1.055725,0.1166,-0.5493125
-6.5020504,6.10995,11.57295,28.06875,-15.356251,-14.231251,1.4295875,-0.466125,0.9112125
-3.5400002,6.8190002,6.057,24.206251,-21.54375,-9.58125,1.7235625,-0.3031875,1.587575
0.67200005,6.3040504,2.7150002,17.90625,-27.825,-5.4187503,0.8074,-0.3947625,1.3266
1.6350001,7.176,2.8849502,13.481251,-30.35625,-3.2625,0.142725,-0.145475,0.6512
1.6519501,7.9249506,4.7779503,11.6625,-30.69375,-2.6625001,-0.127875,0.0686125,0.002475
0.32505003,8.4210005,5.3700004,12.13125,-29.85,-3.1875002,-0.0138875,0.3232625,-0.2349875
-0.55695003,8.809051,6.31995,11.94375,-26.85,-5.86875,-0.0671,-0.0496375,-0.2286625
-0.21495001,8.445001,5.7649503,13.1625,-27.487501,-5.49375,0.311025,-0.0474375,-0.1445125
-0.23400001,8.514,4.3500004,13.35,-27.675001,-3.8437502,0.242825,-0.13585,-0.15619999
-0.22905001,8.59605,4.42605,14.175,-28.425001,-2.7375002,-0.069299996,0.1783375,-0.10615
-0.69795,8.51895,4.9219503,14.83125,-28.518751,-2.2687502,-0.075625,0.226325,-0.20955
-1.3420501,8.64105,5.3959503,15.69375,-28.0125,-1.4625001,0.01815,0.172975,-0.2297625
-1.36395,8.63595,1.31895,16.63125,-28.050001,-1.725,-0.01705,-0.0592625,-0.180675
